,movie_id,movie_name,year,genre,overview,director,cast,movie_id2,Keywords
330,tt2181831,Shahid,2012,"Biography, Drama","The account of Human Rights lawyer Shahid Azmi, an ordinary citizen with an extraordinary commitment to justice.",Hansal Mehta,"Rajkummar Rao, Prabhleen Sandhu, Mohd. Zeeshan Ayyub, Baljinder Kaur",2181831,"mumbai terror attack, terror attack, 26 11 attack on mumbai, mumbai india, police officer, year 2008, character name as title, forename as title, human rights, lawyer, justice, violence, terrorist, human rights activist, activist, muslim, death, trial, faith, map, prejudice, police station, interrogation, prisoner, threat, abuse, courtroom, arrest, fear, escape, interview, mother son relationship, husband wife relationship, murder, torture, fearlessness, incarceration, false accusation, jail, prison, controversy, assassination, pakistan, terrorist training camp, 1990s, persecution, terrorism, based on true story, one word title, kashmir"
331,tt2408040,B.A. Pass,2012,"Crime, Drama, Thriller",A young boy is seduced by a woman who later turns him into a gigolo (male prostitute).,Ajay Bahl,"Shadab Kamal, Shilpa Shukla, Rajesh Sharma, Deepti Naval",2408040,"playing chess, older woman seduces younger man, cheating wife, gay rape, new delhi india, undressing, sex while wearing a bra, extramarital affair, older woman younger man sex, cuckolded husband, male prostitute, new delhi, brassiere, sex on a couch, cowgirl sex position, woman on top sex, cunnilingus, red bra, bare chested male, sex on a chair, purple bra, standing doggystyle sex position, standing doggystyle sex, wristwatch, orphan, cemetery, cooking, kitchen, cigarette smoking, colored fingernails, painted fingernails, red fingernails, bicycle, riding a bicycle, armchair, couch, mobile phone, telephone call, cheating, long hair, long haired woman, long haired female, ring, newspaper, reading a newspaper, rain, umbrella, lighting a cigarette, hotel, cross necklace"
332,tt10888594,Radhe,2021,"Action, Crime, Thriller","After taking the dreaded gangster Gani Bhai, ACP Rajveer Shikawat aka Radhe goes on a manhunt to find the wealthiest man of the town secretly running a crime syndicate.",Prabhu Deva,"Salman Khan, Disha Patani, Randeep Hooda, Jackie Shroff",10888594,"hindi, remake, bollywood remake, remake of south korean film, gangster, town, man"
333,tt4435072,Liger,2022,"Action, Drama, Romance","A story about martial arts, dreams and star crossed lovers. Liger is an MMA fighter who trains hard and rises up the ranks with one goal in mind, to fight like his idol, world renowned MMA fighter Mark Anderson and get noticed by him.",Puri Jagannadh,"Mike Tyson, Vijay Deverakonda, Ananya Panday, Ramya Krishnan",4435072,"fighter, boxer, dream, mixed martial arts, martial arts tournament, speech impediment, father son relationship, husband wife relationship, bare chested male, mother son relationship, brother sister relationship, beating, anger, martial arts, fistfight, abduction, temple, tough guy, teacher student relationship, lie, training, kickboxing, martial arts action, title spoken by character"
334,tt2527238,Kamasutra 3D,2013,"Drama, Romance",A young and beautiful Indian princess sets out on a voyage in search of her husband.,Rupesh Paul,"Mohan Kapur, Makrand Deshpande, Abha Paul, Sushmita Mukherjee",2527238,"sexual relationship, princess, young, erotica"
335,tt27744786,Untitled Vikas Bahl/Jio Studios Project,2024,"Horror, Thriller",A timeless tale of battle between good and evil with a family embodying the forces of righteousness while a man symbolizes malevolence.,Vikas Bahl,"Ajay Devgn, Madhavan, Janki Bodiwala, Jyotika",27744786,"barefoot women, hypnotized women, evil, world cinema, husband wife relationship, father daughter relationship, asian cinema, remake of indian film, intermission, mother daughter relationship, supernatural horror, farmhouse, bollywood remake, remake, asian horror, staircase, burning money, command, local blockbuster, daughter in jeopardy, rainy night, tea, tongue cut off, fight, improvised weapon, daughter slaps father, bicycle, bike, whistling, stabbed in the thigh, swimming pool, smartphone, biscuits, girl in jeopardy, parent child relationship, voice recording, apathy, stabbed in the hand, thrown from height, hypnosis, dead rat, girl urinates on herself, knife, breaking a phone, self harm, child in jeopardy, restaurant, cigarette smoking, eating together, bleeding"
336,tt2168910,Cocktail,2012,"Comedy, Drama, Romance","A love triangle between a guy and two girls, who are best friends but the complete opposite of one another.",Homi Adajania,"Saif Ali Khan, Deepika Padukone, Diana Penty, Dimple Kapadia",2168910,"bikini, friend, love, beach party, party, beach, love triangle, mother son relationship, indian abroad, london england, apartment, friendship, boyfriend girlfriend relationship, male female relationship"
337,tt0061842,Jewel Thief,1967,"Crime, Drama, Musical",A Police Commissioner's son comes under suspicion for being a jewel thief.,Vijay Anand,"Ashok Kumar, Dev Anand, Vyjayanthimala, Tanuja Samarth",0061842,"sock, socks, man in socks, black socks, ankle socks, someone in socks, men's socks, taking off socks, taking off one sock, male feet in socks, male socked feet, taking off one's shoes, son, jewel thief, police commissioner, father son relationship, mumbai india, mistaken identity, memory loss, gangtok india, feigned amnesia, attempted kidnapping"
338,tt0126871,Deewana,1992,"Action, Comedy, Drama","A singer (Rishi Kapoor) marries his biggest fan, but his uncle (Amrish Puri) plans to kill him in order to gain his money.",Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shah Rukh Khan, Alok Nath",0126871,"rescue, mother son relationship, husband wife relationship, widow, singer, presumed dead, remarriage, love triangle, mother in law daughter in law relationship, uncle nephew relationship, time bomb, death, explosion, father son relationship, slapped in the face, accident, happiness, motorcycle accident, blood, self sacrifice, love at first sight, spoiled brat, embezzlement, thrown from a cliff, love, fan, pop singer, falling to death, falling from height, car crash, garage, motorcycle, grief, attempted rape, block of ice, inheritance, bound and gagged, conspiracy, attempted murder"
339,tt0805184,Bhagam Bhag,2006,"Comedy, Drama, Mystery","The members of a drama troupe fall in trouble when they are framed for a murder. Things go worse when they find their actress committing suicide, which is somehow linked with the murder.",Priyadarshan,"Akshay Kumar, Govinda, Paresh Rawal, Lara Dutta",0805184,"slapstick comedy, heroine, theatre group, theatre group owner, theater actress, on the run, murder mystery, london england, confusion, amnesia, amnesiac, murder"
340,tt6484982,Newton,2017,"Comedy, Drama",A government clerk on election duty in the conflict ridden jungle of Central India tries his best to conduct free and fair voting despite the apathy of security forces and the looming fear of guerrilla attacks by communist rebels.,Amit Masurkar,"Rajkummar Rao, Pankaj Tripathi, Anjali Patil, Raghubir Yadav",6484982,"election, jungle, officer, honesty, duty, forest, tribal people, lie, helicopter, gun, chase, dark humour, shot with a gun, murder, minister, one word title, apple, argument, open challenge, village, beating, gunpoint, vote, walking, children, quarrel, certificate, office, bollywood, helmet, bulletproof vest, conversation, reference to zombies, playing cards, dark comedy"
341,tt8983180,Made in China,2019,"Comedy, Drama","Story of Failed Gujarati Businessman, who jumps into unknown world of China to get once in a life time business idea, which will change his life.",Mikhil Musale,"Rajkummar Rao, Boman Irani, Mouni Roy, Paresh Rawal",8983180,"sex comedy, indian sex comedy, business"
342,tt2213054,Kai po che!,2013,"Drama, Sport",Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,Abhishek Kapoor,"Amit Sadh, Sushant Singh Rajput, Rajkummar Rao, Amrita Puri",2213054,"cricket, cricket the sport, cricket sport, friend, business, politics, friendship, violence, based on novel"
343,tt6711660,Babumoshai Bandookbaaz,2017,"Action, Comedy, Crime","The movie, filled with humor and romance, is a quirky ride into the life and times of a small time contract killer, Babu, played by Nawazuddin Siddiqui. The film spins around his love, his friends, his rivalries and his revenge.",Kushan Nandy,"Nawazuddin Siddiqui, Bidita Bag, Jatin Goswami, Shraddha Das",6711660,contract
344,tt3678938,Humpty Sharma Ki Dulhania,2014,"Comedy, Drama, Romance","A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra, she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.",Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla",3678938,"character name in title, arranged marriage, father daughter relationship, wedding, weeping man, fight, reference to lady gaga, dinner date, milk, sleeping on the roof, banana, slapped in the face, beating, character says i love you, sting operation, flirting, drinking contest, beer, push ups, dancing, disc jockey, leather jacket, running, motorcycle, reference to google, uncle niece relationship, bribe, cricket bat, public toilet, police, train, doctor, cigarette smoking, new car, falling in love, kiss, reference to facebook, money, family relationships, dress, internet cafe, cyber cafe"
345,tt13545522,Chatrapathi,2023,"Action, Drama",Shivaji and his family are uprooted from their community in Sri Lanka and wind up as bonded labourers in Visakhapatnam. The situation worsens when his jealous stepbrother enters his life.,V.V. Vinayak,"Sai Srinivas Bellamkonda, Nushrratt Bharuccha, Karan Singh Chhabra, Vedika Nawani",13545522,"jealousy, family relationships"
346,tt1274295,Kaminey,2009,"Action, Crime, Drama","The desperate lives of two estranged twin brothers converge over missing drugs, politics, racial prejudice, corrupt cops and an unplanned pregnancy.",Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra Jonas, Deb Mukherjee, Shivkumar Subramaniam",1274295,"male friendship, cell phone, attack, shot dead, fistfight, night, imaginary girlfriend, threat with a gun, profanity, action violence, premarital pregnancy, brother sister relationship, gun violence, father son relationship, narrated by protagonist, two protagonists, hit with a gun, beaten up, profanity in title, brother fights brother, fight between brothers, shootout, rain, gunfight, dark humor, brotherhood, murder of best friend, disability, underworld, twin, police officer, identical twins, corrupt cop, pregnancy, unplanned pregnancy, politician, social worker, lisp, drug dealer, twin brother, brother versus brother, cult film, instrument case, song during end credits, happy ending, childbirth, shot to death, police raid, angolan, police officer killed"
347,tt1373156,Karthik Calling Karthik,2010,"Drama, Mystery, Romance","A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.",Vijay Lalwani,"Farhan Akhtar, Deepika Padukone, Ram Kapoor, Shefali Shah",1373156,"imagination, urban setting, cabin, disco, cochin india, mumbai india, train, boss, office, telephone call, palindrome, shot in sequence, sepia, color tint, black and white to color, color filter, black and white scene, puzzle solving, suicidal tendency, contemplated suicide, symbolism, time lapse photography, birthday present, suicide attempt, lack of nerve, e mail, psychiatrist, strained relationship, new job, nagging, suicidal thoughts, phone message, split personality, troubled past, falling into a well, childhood memory, childhood trauma, happy birthday to you, birthday, recurring dream, flashback, conflicted hero, dark past, haunted by the past, scar, voice mail, mental disorder, dolly zoom, snorricam, alter ego"
348,tt0259534,Ramayana: The Legend of Prince Rama,1993,"Animation, Action, Adventure","An anime adaptation of the Hindu epic the Ramayana, where Lord Ram combats the wicked king Ravana.","Ram Mohan, Yûgô Sakô, Koichi Saski","Arun Govil, Nikhil Kapoor, Edie Mirman, Rael Padamsee",0259534,"rama, sita, legend, reference to rama the hindu deity, epic, ramayan, anime animation, based on ramayana, indian mythology, 2d animation, sword and sorcery fantasy, hanuman character, epic fantasy, hindu mythology, prince, national spirit, india, hero, reference to god, asian culture, based on book, character name in title"
